table with row headers in column A and column headers in rows 3 through 4 (leading dots indicate sub-parts),,,,,,,,,,,,
"Table 1. Annual Estimates of the Population of Metropolitan and Micropolitan Statistical Areas: April 1, 2000 to July 1, 2007",,,,,,,,,,,,
"CBSA
Code","Metro
Division
Code",Geographic area,Population estimates,,,,,,,,"April 1, 2000",
13620,,"Berlin, NH-VT","39,267","39,411","39,708","39,678","39,725","39,732","39,633","39,603","39,570","39,570"
13660,,"Big Rapids, MI","42,090","42,370","42,345","42,106","41,728","41,434","40,895","40,655","40,553","40,553"
13700,,"Big Spring, TX","32,295","31,970","32,074","32,417","32,624","32,986","33,032","33,448","33,627","33,627"
13860,,"Bishop, CA","17,449","17,572","17,743","17,985","18,141","18,088","17,947","17,919","17,945","17,945"
13940,,"Blackfoot, ID","43,466","43,089","42,888","42,495","42,398","42,017","42,028","41,745","41,735","41,735"
14100,,"Bloomsburg-Berwick, PA","82,543","82,516","82,513","82,589","82,577","82,487","82,519","82,387","82,387","82,387"
14140,,"Bluefield, WV-VA","105,205","105,033","105,133","105,668","105,826","105,983","105,854","107,359","107,578","107,578"
14180,,"Blytheville, AR","46,664","46,861","47,176","47,608","48,421","49,883","50,973","51,832","51,979","51,979"
14220,,"Bogalusa, LA","44,920","44,061","43,951","43,773","43,705","43,778","43,780","43,889","43,926","43,926"
14300,,"Bonham, TX","33,067","32,870","32,687","32,271","32,077","31,599","31,311","31,345","31,242","31,242"
14340,,"Boone, IA","26,391","26,325","26,357","26,263","26,153","26,059","26,227","26,259","26,224","26,224"
14380,,"Boone, NC","44,541","44,165","43,505","43,213","43,351","43,411","43,236","42,798","42,693","42,695"
14420,,"Borger, TX","21,845","21,952","21,924","22,262","22,617","23,037","23,176","23,767","23,857","23,857"
14580,,"Bozeman, MT","87,359","84,489","80,748","77,472","74,733","71,998","70,186","68,363","67,831","67,831"
14620,,"Bradford, PA","43,633","44,009","43,932","44,382","44,833","45,366","45,225","45,782","45,936","45,936"
14660,,"Brainerd, MN","90,371","89,575","88,451","87,334","86,210","85,101","83,756","82,593","82,252","82,249"
14700,,"Branson, MO","77,273","75,419","73,601","72,508","71,443","70,252","69,143","68,679","68,361","68,361"
14780,,"Brenham, TX","32,034","31,826","31,462","31,159","30,879","30,711","30,452","30,411","30,373","30,373"
14820,,"Brevard, NC","29,984","29,691","29,451","29,256","29,198","29,414","29,305","29,381","29,334","29,334"
14940,,"Brigham City, UT","47,846","46,714","45,946","45,579","45,230","44,521","43,625","42,868","42,745","42,745"
15020,,"Brookhaven, MS","34,529","34,288","33,690","33,451","33,361","33,305","33,170","33,149","33,166","33,166"
15060,,"Brookings, OR","21,767","21,954","22,101","21,952","21,512","21,390","21,103","21,108","21,137","21,137"
15100,,"Brookings, SD","29,241","29,064","28,512","28,614","28,583","28,525","28,348","28,293","28,220","28,220"
15140,,"Brownsville, TN","19,126","19,285","19,399","19,590","19,472","19,547","19,845","19,822","19,797","19,797"
15220,,"Brownwood, TX","38,585","38,497","38,220","37,957","37,615","37,792","37,599","37,710","37,674","37,674"
15340,,"Bucyrus, OH","44,227","44,535","45,202","45,523","45,741","46,186","46,515","46,882","46,966","46,966"
15420,,"Burley, ID","39,524","39,295","39,483","39,791","40,317","40,706","40,992","41,484","41,590","41,590"
15460,,"Burlington, IA-IL","48,288","48,247","48,460","48,773","49,226","49,430","50,104","50,496","50,564","50,564"
15580,,"Butte-Silver Bow, MT","32,652","32,682","32,781","32,904","33,072","33,365","33,722","34,518","34,608","34,606"
15620,,"Cadillac, MI","46,768","46,713","46,665","46,361","46,111","45,599","45,289","45,071","44,962","44,962"
15660,,"Calhoun, GA","52,044","50,890","49,635","48,688","47,576","46,583","45,562","44,386","44,104","44,104"
15700,,"Cambridge, MD","31,846","31,417","31,140","30,872","30,479","30,443","30,607","30,587","30,674","30,674"
15740,,"Cambridge, OH","40,409","40,460","40,639","40,875","41,061","40,961","40,841","40,790","40,792","40,792"
15780,,"Camden, AR","31,603","31,909","32,186","32,377","32,894","33,219","33,633","34,408","34,534","34,534"
15820,,"Campbellsville, KY","23,917","23,781","23,621","23,449","23,324","23,290","22,940","22,918","22,924","22,927"
15860,,"Canon City, CO","47,389","47,211","46,994","46,905","47,144","47,220","46,757","46,282","46,145","46,145"
15900,,"Canton, IL","36,843","36,963","37,156","37,398","37,529","37,500","37,850","38,240","38,250","38,250"
16020,,"Cape Girardeau-Jackson, MO-IL","93,316","92,951","92,167","91,967","91,285","91,183","90,924","90,433","90,312","90,312"
16060,,"Carbondale, IL","58,841","59,064","59,065","58,980","58,647","58,636","59,377","59,612","59,627","59,612"
16100,,"Carlsbad-Artesia, NM","51,002","50,668","50,218","50,840","50,728","50,826","50,686","51,416","51,658","51,658"
16260,,"Cedar City, UT","43,526","41,802","39,382","37,100","36,105","35,676","34,738","33,994","33,779","33,779"
16340,,"Cedartown, GA","41,460","40,925","40,294","39,946","39,613","39,402","38,772","38,249","38,127","38,127"
16380,,"Celina, OH","40,888","40,830","40,795","40,760","40,735","40,792","40,795","40,909","40,924","40,924"
16420,,"Central City, KY","31,341","31,386","31,433","31,470","31,481","31,568","31,716","31,800","31,840","31,839"
16460,,"Centralia, IL","39,587","39,769","39,733","40,076","40,481","40,913","41,371","41,689","41,691","41,691"
16500,,"Centralia, WA","73,645","72,759","71,692","70,752","70,170","69,359","68,902","68,616","68,600","68,600"
16540,,"Chambersburg, PA","141,665","139,685","137,028","134,302","132,468","131,292","130,179","129,550","129,306","129,313"
16660,,"Charleston-Mattoon, IL","61,853","62,106","62,109","62,549","62,800","63,110","63,484","64,345","64,449","64,449"
16900,,"Chester, SC","32,531","32,656","32,908","33,255","33,614","33,877","33,939","34,109","34,068","34,068"
17060,,"Chillicothe, OH","75,398","75,155","74,858","74,370","74,331","73,915","73,597","73,450","73,345","73,345"
17180,,"City of The Dalles, OR","23,762","23,585","23,433","23,418","23,580","23,501","23,703","23,821","23,791","23,791"
17200,,"Claremont, NH","42,689","42,606","42,371","42,123","41,770","41,226","40,897","40,558","40,458","40,458"
17220,,"Clarksburg, WV","91,688","91,726","91,480","91,296","91,186","91,272","91,410","92,058","92,144","92,144"
17260,,"Clarksdale, MS","27,543","27,983","28,271","28,830","29,293","29,846","30,272","30,550","30,622","30,622"
17340,,"Clearlake, CA","64,664","64,785","64,217","63,444","62,726","61,695","60,327","58,555","58,309","58,309"
17380,,"Cleveland, MS","37,635","37,706","37,614","38,298","38,848","39,225","40,072","40,474","40,633","40,633"
17500,,"Clewiston, FL","39,611","39,248","38,526","37,254","36,461","36,292","36,201","36,336","36,210","36,210"
17540,,"Clinton, IA","49,051","49,239","49,304","49,387","49,487","49,614","49,848","50,051","50,149","50,149"
17580,,"Clovis, NM","45,328","45,626","45,853","45,788","45,004","44,687","44,648","44,900","45,044","45,044"
17700,,"Coffeyville, KS","34,511","34,363","34,274","34,541","34,683","35,176","35,759","36,205","36,257","36,252"
17740,,"Coldwater, MI","46,194","46,283","46,356","46,499","46,444","46,510","45,992","45,845","45,787","45,787"
17940,,"Columbia, TN","79,966","77,550","75,535","74,178","72,721","71,255","70,159","69,700","69,498","69,498"
18060,,"Columbus, MS","59,614","59,547","59,516","59,974","60,246","60,705","60,977","61,506","61,586","61,586"
18100,,"Columbus, NE","31,849","31,408","31,173","30,908","30,944","31,079","31,407","31,521","31,568","31,662"
18180,,"Concord, NH","148,274","147,698","146,345","144,830","143,330","141,508","138,622","136,650","136,225","136,225"
18220,,"Connersville, IN","24,273","24,384","24,603","24,765","24,893","25,069","25,254","25,556","25,588","25,588"
18260,,"Cookeville, TN","101,682","100,330","98,546","97,471","96,181","95,523","94,534","93,714","93,417","93,417"
18300,,"Coos Bay, OR","63,505","63,720","63,740","63,130","62,570","62,266","62,172","62,670","62,788","62,779"
18340,,"Corbin, KY","38,342","37,978","37,730","37,356","36,998","36,684","36,451","35,972","35,870","35,865"
18380,,"Cordele, GA","22,125","21,917","21,770","21,777","21,753","21,995","22,028","21,973","21,996","21,996"
18420,,"Corinth, MS","35,609","35,395","35,066","34,965","34,716","34,755","34,656","34,608","34,558","34,558"
18460,,"Cornelia, GA","42,272","40,896","39,388","38,732","38,244","37,588","37,004","36,124","35,898","35,902"
18500,,"Corning, NY","96,874","97,022","97,430","97,842","98,328","99,043","98,952","98,780","98,726","98,726"
18620,,"Corsicana, TX","49,396","49,116","48,313","47,824","47,133","46,710","46,007","45,309","45,124","45,124"
18660,,"Cortland, NY","48,369","48,444","48,409","48,857","48,859","48,449","48,619","48,576","48,598","48,599"
18740,,"Coshocton, OH","36,341","36,551","36,680","36,869","36,855","36,864","36,816","36,689","36,655","36,655"
18820,,"Crawfordsville, IN","37,881","37,718","37,852","37,612","37,507","37,761","37,780","37,602","37,629","37,629"
18860,,"Crescent City, CA","29,022","28,643","28,549","28,143","27,759","27,504","27,348","27,472","27,507","27,507"
18900,,"Crossville, TN","53,040","52,056","50,912","49,928","49,118","48,620","47,704","47,030","46,804","46,802"
18940,,"Crowley, LA","59,958","59,745","58,804","58,660","58,764","58,814","58,731","58,816","58,864","58,861"
18980,,"Cullman, AL","80,554","79,790","79,368","78,718","78,126","77,835","77,672","77,581","77,483","77,483"
19020,,"Culpeper, VA","45,723","44,171","41,941","39,727","38,158","36,666","35,328","34,476","34,263","34,262"
19220,,"Danville, KY","53,909","53,547","53,236","52,650","52,050","51,645","51,406","51,169","51,058","51,058"
19300,,"Daphne-Fairhope-Foley, AL","171,769","168,233","162,261","156,368","151,574","148,071","144,960","141,364","140,415","140,415"
19540,,"Decatur, IN","33,644","33,623","33,710","33,683","33,665","33,489","33,556","33,613","33,625","33,625"
19580,,"Defiance, OH","38,543","38,659","38,619","38,773","38,937","39,136","39,372","39,451","39,500","39,500"
19620,,"Del Rio, TX","48,029","47,418","47,164","47,030","46,365","45,517","45,114","45,010","44,856","44,856"
19700,,"Deming, NM","26,996","26,589","26,103","25,643","25,400","25,094","24,860","24,984","25,016","25,016"
19760,,"De Ridder, LA","34,776","34,720","34,264","33,737","33,336","33,097","33,072","33,031","32,986","32,986"
19860,,"Dickinson, ND","23,256","22,917","22,925","22,917","22,937","23,026","23,248","23,432","23,524","23,524"
19900,,"Dillon, SC","30,694","30,712","30,725","30,830","30,785","30,803","30,892","30,682","30,722","30,722"
19940,,"Dixon, IL","35,450","35,284","35,312","35,414","35,424","35,497","35,923","36,055","36,062","36,062"
19980,,"Dodge City, KS","33,340","32,967","33,071","32,829","32,692","32,259","32,323","32,576","32,459","32,458"
20060,,"Douglas, GA","48,308","47,882","47,144","46,758","46,704","46,250","45,822","45,175","45,021","45,022"
20140,,"Dublin, GA","57,053","56,110","55,574","55,300","55,139","54,544","53,625","53,521","53,434","53,434"
20180,,"DuBois, PA","81,452","81,897","82,057","82,231","82,528","82,999","82,989","83,371","83,382","83,382"
20300,,"Dumas, TX","20,081","20,107","19,906","20,074","19,991","20,010","20,204","20,097","20,121","20,121"
20340,,"Duncan, OK","43,322","42,818","42,588","42,478","42,276","42,476","42,629","43,073","43,182","43,182"
20380,,"Dunn, NC","108,721","105,679","103,074","100,534","98,562","96,757","93,733","91,587","91,085","91,025"
20420,,"Durango, CO","49,555","48,819","47,825","46,936","46,288","45,971","45,099","44,214","43,941","43,941"
20460,,"Durant, OK","39,563","38,861","37,701","37,392","36,891","36,782","36,468","36,600","36,534","36,534"
20540,,"Dyersburg, TN","37,684","37,678","37,605","37,309","37,176","37,084","37,116","37,325","37,279","37,279"
20580,,"Eagle Pass, TX","51,656","51,057","50,228","49,704","49,166","48,434","47,600","47,347","47,297","47,297"
20620,,"East Liverpool-Salem, OH","108,698","109,274","109,605","110,491","110,886","111,104","111,413","112,097","112,075","112,075"
20660,,"Easton, MD","36,193","36,077","35,639","35,191","34,561","34,360","34,103","33,892","33,812","33,812"
20700,,"East Stroudsburg, PA","164,722","162,913","160,202","156,799","153,035","148,317","143,584","139,780","138,687","138,687"
20780,,"Edwards, CO","59,272","57,455","55,831","54,348","53,222","52,426","51,254","49,822","49,487","49,471"
20820,,"Effingham, IL","34,225","34,297","34,430","34,555","34,444","34,323","34,363","34,261","34,264","34,264"
20900,,"El Campo, TX","40,897","40,997","40,946","40,964","41,006","40,933","40,998","41,217","41,188","41,188"
20980,,"El Dorado, AR","43,230","43,580","43,652","44,189","44,629","45,039","45,056","45,576","45,629","45,629"
21020,,"Elizabeth City, NC","62,531","60,848","58,920","56,860","55,408","54,354","53,429","53,200","53,150","53,150"
21120,,"Elk City, OK","19,700","19,335","18,638","18,173","19,213","19,856","19,781","19,747","19,799","19,799"
21220,,"Elko, NV","48,569","47,216","45,858","45,013","44,968","45,669","46,637","46,865","46,942","46,942"
21260,,"Ellensburg, WA","38,542","37,981","37,249","36,554","35,433","34,785","33,899","33,514","33,362","33,362"
21380,,"Emporia, KS","38,863","38,691","38,868","39,006","38,774","38,824","39,010","38,995","38,965","38,965"
21420,,"Enid, OK","57,657","57,305","57,015","57,226","57,188","57,146","57,193","57,694","57,813","57,813"
21460,,"Enterprise-Ozark, AL","94,943","93,714","93,460","93,407","93,247","92,844","92,588","92,615","92,744","92,744"
21540,,"Escanaba, MI","37,367","37,725","37,859","38,033","38,086","38,267","38,344","38,551","38,520","38,520"
21580,,"Espanola, NM","40,827","40,748","40,524","40,636","40,657","40,924","41,002","41,246","41,191","41,190"
21640,,"Eufaula, AL-GA","30,607","30,774","30,901","31,058","31,311","31,397","31,588","31,637","31,636","31,636"
21700,,"Eureka-Arcata-Fortuna, CA","128,864","129,271","129,104","128,815","128,301","127,834","127,020","126,397","126,518","126,518"
21740,,"Evanston, WY","20,195","19,718","19,451","19,438","19,454","19,577","19,411","19,664","19,742","19,742"
21860,,"Fairmont, MN","20,462","20,515","20,728","20,858","20,998","21,206","21,426","21,774","21,802","21,802"
21900,,"Fairmont, WV","56,728","56,511","56,406","56,242","56,296","56,177","56,174","56,508","56,598","56,598"
21980,,"Fallon, NV","24,891","24,675","24,461","24,115","24,047","24,087","24,313","24,008","23,982","23,982"
22060,,"Faribault-Northfield, MN","61,955","61,447","60,605","59,983","59,265","58,416","57,721","56,813","56,665","56,665"
22100,,"Farmington, MO","62,810","62,140","61,667","60,353","57,710","56,562","56,092","55,742","55,641","55,641"
22260,,"Fergus Falls, MN","57,031","57,213","57,091","57,355","57,386","57,220","57,106","57,156","57,159","57,159"
22280,,"Fernley, NV","52,479","50,361","46,633","42,865","39,903","37,781","36,137","34,846","34,501","34,501"
22300,,"Findlay, OH","74,204","73,740","73,330","73,338","72,956","72,545","71,945","71,328","71,295","71,295"
22340,,"Fitzgerald, GA","27,584","27,722","27,342","26,784","27,082","27,141","27,295","27,436","27,415","27,415"
22580,,"Forest City, NC","63,012","63,023","62,854","62,877","63,079","62,994","63,161","62,960","62,901","62,899"
22620,,"Forrest City, AR","26,900","27,146","27,479","27,956","28,471","28,557","28,835","29,282","29,329","29,329"
22700,,"Fort Dodge, IA","38,587","38,703","38,618","38,964","39,397","39,690","40,049","40,199","40,235","40,235"
22780,,"Fort Leonard Wood, MO","44,326","43,803","43,907","44,087","44,576","43,778","42,856","41,710","41,165","41,165"
22800,,"Fort Madison-Keokuk, IA-MO","42,839","43,113","43,371","43,653","43,766","44,239","44,821","45,310","45,468","45,468"
22820,,"Fort Morgan, CO","27,961","27,914","27,778","27,765","27,739","27,556","27,295","27,248","27,171","27,171"
22840,,"Fort Payne, AL","68,016","67,248","66,775","66,491","65,963","65,525","65,511","64,632","64,452","64,452"
22860,,"Fort Polk South, LA","47,380","48,493","50,296","50,246","51,163","51,548","52,245","52,536","52,531","52,531"
22980,,"Fort Valley, GA","25,672","25,192","24,538","24,632","24,462","24,235","23,988","23,838","23,668","23,668"
23140,,"Frankfort, IN","33,795","33,795","33,680","33,696","33,644","33,774","33,855","33,962","33,866","33,866"
23180,,"Frankfort, KY","69,670","69,155","68,655","68,292","67,765","67,638","67,588","67,043","66,798","66,798"
23240,,"Fredericksburg, TX","23,507","23,203","22,719","22,372","22,080","21,584","21,109","20,917","20,814","20,814"
23300,,"Freeport, IL","46,573","46,960","47,382","47,889","48,039","48,068","48,457","48,888","48,979","48,979"
23340,,"Fremont, NE","36,004","35,921","35,873","35,817","35,840","35,840","36,025","36,221","36,160","36,160"
23380,,"Fremont, OH","60,997","61,167","61,274","61,467","61,422","61,701","61,682","61,806","61,796","61,792"
23500,,"Gaffney, SC","54,015","53,830","53,545","53,448","53,276","53,339","52,992","52,666","52,537","52,537"
23620,,"Gainesville, TX","38,486","38,378","38,316","37,974","37,727","37,487","36,911","36,460","36,363","36,363"
23660,,"Galesburg, IL","69,257","69,681","70,301","71,007","72,102","73,000","73,618","74,436","74,573","74,571"
23700,,"Gallup, NM","70,059","70,501","70,595","71,463","71,514","72,900","74,421","74,586","74,798","74,798"
23780,,"Garden City, KS","38,295","38,479","38,651","39,030","38,900","39,342","40,187","40,596","40,523","40,523"
23820,,"Gardnerville Ranchos, NV","45,406","45,540","45,729","45,595","43,941","43,072","42,146","41,429","41,259","41,259"
23860,,"Georgetown, SC","60,499","60,007","59,534","59,199","58,398","57,709","56,795","56,043","55,762","55,797"
23900,,"Gettysburg, PA","100,779","100,050","98,914","97,607","95,766","94,202","92,798","91,588","91,292","91,292"
23940,,"Gillette, WY","40,433","38,480","37,053","36,251","36,080","35,867","34,528","33,942","33,698","33,698"
23980,,"Glasgow, KY","51,452","50,745","50,128","49,394","48,961","48,578","48,561","48,143","48,070","48,070"
24100,,"Gloversville, NY","55,114","54,952","54,999","55,002","54,900","54,886","54,868","55,006","55,073","55,073"
24180,,"Granbury, TX","56,927","55,713","54,295","53,092","52,002","50,734","49,559","48,298","47,909","47,909"
24260,,"Grand Island, NE","69,944","69,343","68,777","68,823","68,509","68,154","67,952","68,211","68,305","68,305"
24380,,"Grants, NM","27,261","27,053","27,179","27,178","26,982","26,695","26,631","25,645","25,595","25,595"
24420,,"Grants Pass, OR","81,056","80,833","79,933","79,149","78,327","77,439","76,313","75,841","75,724","75,726"
24460,,"Great Bend, KS","27,768","27,798","27,901","27,756","27,848","27,911","27,931","28,129","28,205","28,205"
24620,,"Greeneville, TN","65,971","65,437","64,864","64,157","63,666","63,433","63,279","63,042","62,909","62,909"
24700,,"Greensburg, IN","24,959","25,003","25,060","24,956","24,751","24,661","24,514","24,567","24,555","24,555"
24740,,"Greenville, MS","55,644","56,554","57,618","58,241","59,166","60,364","61,659","62,691","62,977","62,977"
24820,,"Greenville, OH","52,205","52,315","52,677","52,842","52,896","52,847","53,032","53,290","53,309","53,309"
24900,,"Greenwood, MS","45,392","45,488","45,598","46,203","45,594","46,942","47,713","48,602","48,716","48,716"
24940,,"Greenwood, SC","68,259","67,974","67,708","67,279","67,300","67,021","66,584","66,297","66,272","66,271"
24980,,"Grenada, MS","23,076","23,034","22,742","22,696","22,767","22,946","23,048","23,192","23,263","23,263"
25100,,"Guymon, OK","20,032","20,013","19,937","20,151","19,815","19,996","20,095","20,189","20,107","20,107"
25220,,"Hammond, LA","115,398","113,144","106,253","104,768","103,374","102,308","101,610","100,820","100,592","100,588"
25300,,"Hannibal, MO","38,016","38,068","37,861","37,645","37,775","37,667","37,746","37,961","37,915","37,915"
25340,,"Harriman, TN","53,399","53,076","52,624","52,676","52,440","52,120","52,056","51,944","51,910","51,910"
25380,,"Harrisburg, IL","26,102","25,995","25,986","26,146","26,122","26,277","26,374","26,632","26,733","26,733"
25460,,"Harrison, AR","45,011","44,332","43,804","43,293","43,079","42,950","42,779","42,699","42,556","42,556"
25580,,"Hastings, NE","39,320","39,371","39,515","39,366","38,941","38,554","38,501","38,179","38,190","38,190"
25660,,"Havre, MT","16,568","16,439","16,227","16,229","16,211","16,304","16,471","16,631","16,673","16,673"
25700,,"Hays, KS","27,464","27,373","27,135","27,221","27,326","27,422","27,539","27,462","27,507","27,507"
25720,,"Heber, UT","20,535","19,924","18,782","17,871","17,415","16,753","16,097","15,417","15,215","15,215"
25740,,"Helena, MT","71,119","69,885","68,942","68,335","67,219","66,381","66,325","65,961","65,765","65,765"
25780,,"Henderson, NC","42,992","43,104","42,940","43,117","43,279","43,555","43,661","43,124","42,954","42,954"
25820,,"Hereford, TX","18,452","18,342","18,325","18,335","18,187","18,269","18,305","18,505","18,561","18,561"
25900,,"Hilo, HI","173,057","169,419","164,770","160,129","156,320","153,162","150,860","149,071","148,677","148,677"
25940,,"Hilton Head Island-Beaufort, SC","169,269","165,182","160,518","155,870","151,873","149,409","145,676","142,786","141,619","141,615"
26020,,"Hobbs, NM","58,043","56,882","56,070","55,677","55,276","55,411","54,856","55,152","55,511","55,511"
26140,,"Homosassa Springs, FL","140,169","137,009","133,008","129,253","125,777","123,263","121,089","118,642","118,085","118,085"
26220,,"Hood River, OR","21,296","21,189","21,045","20,862","20,638","20,633","20,406","20,472","20,411","20,411"
26260,,"Hope, AR","32,602","32,602","32,609","32,684","32,825","32,953","33,124","33,482","33,542","33,542"
26340,,"Houghton, MI","37,352","37,509","37,687","37,837","37,634","37,918","37,863","38,264","38,317","38,317"
26460,,"Hudson, NY","62,363","62,590","62,944","63,018","62,844","62,881","62,822","63,062","63,094","63,094"
26480,,"Humboldt, TN","48,553","48,136","47,889","47,817","47,707","47,919","48,001","48,153","48,149","48,152"
26500,,"Huntingdon, PA","45,556","45,487","45,597","45,660","45,703","45,661","45,570","45,612","45,586","45,586"
26540,,"Huntington, IN","37,743","37,875","38,006","38,072","38,088","38,161","37,977","38,100","38,075","38,075"
26660,,"Huntsville, TX","63,902","64,013","64,417","63,516","62,814","61,695","62,237","61,750","61,758","61,758"
26700,,"Huron, SD","15,669","15,469","15,753","15,921","16,153","16,523","16,807","16,983","17,023","17,023"
26740,,"Hutchinson, KS","63,145","63,352","63,324","63,418","63,705","63,993","64,481","64,690","64,790","64,790"
26780,,"Hutchinson, MN","37,220","36,903","36,349","36,010","35,601","35,466","35,176","34,866","34,898","34,898"
26860,,"Indiana, PA","87,690","87,924","88,050","88,500","88,946","88,922","89,191","89,540","89,605","89,605"
26940,,"Indianola, MS","30,964","31,059","31,423","32,107","33,222","33,538","33,960","34,233","34,369","34,369"
27020,,"Iron Mountain, MI-WI","31,705","31,880","32,101","32,305","32,041","32,209","32,240","32,566","32,560","32,560"
27220,,"Jackson, WY-ID","28,351","27,467","26,755","26,415","25,886","25,461","24,995","24,472","24,250","24,250"
27300,,"Jacksonville, IL","40,487","40,590","40,864","41,215","41,327","41,541","41,819","42,162","42,153","42,153"
27380,,"Jacksonville, TX","48,169","47,905","47,725","47,508","47,212","46,724","46,740","46,700","46,659","46,659"
27420,,"Jamestown, ND","20,480","20,766","20,805","20,905","21,138","21,385","21,571","21,849","21,908","21,908"
27460,,"Jamestown-Dunkirk-Fredonia, NY","133,945","134,382","135,095","136,320","136,905","137,955","138,525","139,561","139,750","139,750"
27540,,"Jasper, IN","53,830","53,689","53,310","53,306","52,946","52,809","52,740","52,514","52,510","52,511"
27660,,"Jennings, LA","31,177","31,257","30,930","30,847","30,890","30,962","31,105","31,400","31,435","31,435"
27700,,"Jesup, GA","29,046","28,598","28,302","28,019","27,702","27,227","26,857","26,599","26,569","26,565"
27940,,"Juneau, AK","30,690","30,855","31,005","31,123","31,034","30,786","30,498","30,676","30,711","30,711"
27980,,"Kahului-Wailuku, HI","141,783","140,395","138,984","137,022","134,758","132,671","131,324","128,727","128,094","128,094"
28060,,"Kalispell, MT","86,844","84,633","82,601","80,687","79,194","77,302","76,002","74,713","74,471","74,471"
28180,,"Kapaa, HI","62,828","61,986","61,673","61,006","60,015","59,439","58,734","58,509","58,463","58,463"
28260,,"Kearney, NE","51,578","51,137","50,740","50,484","50,030","49,739","49,263","49,236","49,141","49,141"
28300,,"Keene, NH","77,725","77,672","77,300","76,887","76,196","75,139","74,426","73,990","73,825","73,825"
28340,,"Kendallville, IN","47,526","47,518","47,304","46,991","46,846","46,806","46,982","46,459","46,275","46,275"
28380,,"Kennett, MO","31,623","31,821","32,069","32,011","32,405","32,657","32,876","33,108","33,157","33,155"
28500,,"Kerrville, TX","47,860","47,144","46,219","45,616","44,932","44,685","44,224","43,837","43,653","43,653"
28540,,"Ketchikan, AK","13,227","13,349","13,194","13,157","13,291","13,575","13,770","13,987","14,059","14,070"
28580,,"Key West, FL","73,223","74,397","75,981","77,787","78,793","78,897","79,048","79,451","79,589","79,589"
28620,,"Kill Devil Hills, NC","33,776","33,814","33,709","33,512","32,932","32,069","30,934","30,196","29,967","29,967"
28780,,"Kingsville, TX","30,784","30,951","31,158","31,349","31,544","31,629","31,554","31,928","31,963","31,963"
28820,,"Kinston, NC","56,761","57,079","57,397","57,615","58,024","58,521","58,995","59,497","59,619","59,648"
28860,,"Kirksville, MO","28,744","28,750","28,684","28,948","28,952","29,153","29,065","29,131","29,147","29,147"
28900,,"Klamath Falls, OR","66,512","66,005","65,433","64,780","64,573","64,116","64,117","63,892","63,775","63,775"
28980,,"Kodiak, AK","12,997","13,001","12,961","13,112","13,270","13,616","13,705","13,955","13,913","13,913"
29060,,"Laconia, NH","61,048","60,925","60,870","60,631","59,899","59,018","57,868","56,584","56,325","56,325"
29220,,"La Follette, TN","40,771","40,596","40,436","40,408","39,974","39,847","39,809","39,863","39,794","39,854"
29260,,"La Grande, OR","24,753","24,449","24,477","24,362","24,493","24,481","24,354","24,551","24,530","24,530"
29300,,"LaGrange, GA","63,535","62,748","62,283","61,244","60,198","59,865","59,651","58,926","58,779","58,779"
29380,,"Lake City, FL","67,985","66,809","63,939","61,475","59,913","58,342","57,320","56,729","56,510","56,513"
29500,,"Lamesa, TX","13,870","13,986","14,063","14,037","14,349","14,427","14,865","14,946","14,985","14,985"
29580,,"Lancaster, SC","73,393","71,723","69,821","68,220","66,541","64,884","63,115","61,397","61,351","61,351"
29660,,"Laramie, WY","32,227","32,497","32,556","32,725","32,469","32,275","32,215","31,915","32,014","32,014"
29780,,"Las Vegas, NM","28,655","28,804","29,079","29,119","29,187","29,497","29,703","30,074","30,126","30,126"
29860,,"Laurel, MS","84,834","84,256","83,650","83,341","83,013","83,139","83,169","83,122","83,107","83,107"
29900,,"Laurinburg, NC","36,364","36,308","36,438","36,508","35,509","35,543","35,942","36,014","35,998","35,998"
29980,,"Lawrenceburg, TN","40,887","40,626","40,695","40,529","40,493","40,513","40,003","39,967","39,926","39,926"
30060,,"Lebanon, MO","35,391","34,916","34,237","33,518","33,153","32,873","32,888","32,590","32,513","32,513"
30100,,"Lebanon, NH-VT","171,391","171,508","171,124","170,707","169,815","168,944","168,089","167,597","167,389","167,387"
30220,,"Levelland, TX","22,226","22,403","22,644","22,575","22,685","22,580","22,573","22,656","22,716","22,716"
30260,,"Lewisburg, PA","43,724","43,543","42,796","42,568","42,082","42,056","41,958","41,650","41,624","41,624"
30280,,"Lewisburg, TN","29,179","28,590","28,053","27,752","27,416","27,283","27,125","26,873","26,767","26,767"
30380,,"Lewistown, PA","46,941","46,891","45,996","46,018","46,191","46,428","46,477","46,490","46,486","46,486"
30420,,"Lexington, NE","26,715","26,663","26,387","26,385","26,412","26,320","26,475","26,530","26,508","26,508"
30500,,"Lexington Park, MD","100,378","98,605","96,967","94,949","92,659","89,898","87,471","86,523","86,232","86,211"
30580,,"Liberal, KS","23,109","22,823","22,723","22,842","22,851","22,815","22,560","22,542","22,510","22,510"
30660,,"Lincoln, IL","29,962","30,148","30,374","30,576","30,591","30,717","30,883","31,149","31,192","31,183"
30740,,"Lincolnton, NC","73,106","71,191","69,169","67,692","66,979","66,100","65,163","64,099","63,780","63,780"
30820,,"Lock Haven, PA","37,213","37,277","37,213","37,266","37,413","37,541","37,712","37,916","37,910","37,914"
30900,,"Logansport, IN","39,193","39,459","39,796","40,076","40,284","40,486","40,960","40,963","40,930","40,930"
